,mantener 39327,Maintain 39327.
,ejército 39290,Army 39290.
,papel 39262,Paper 39262.
,partes 39255,Parties 39255.
,ten 39243,Ten 39243.
,gracioso 39166,Funny 39166.
,diría 39163,I would say 39163.
,principio 39155,Principle 39155.
,delante 38898,In front 38898.
,teniente 38628,Lieutenant 38628.
,deseo 38627,Desire 38627.
,vayas 38593,VAYAS 38593.
,nave 38459,Ship 38459.
,sale 38407,Sale 38407.
,basura 38280,Garbage 38280.
,vine 38168,Vine 38168.
,contacto 38028,Contact 38028.
,esposo 38011,Husband 38011.
,tren 37976,Train 37976.
,encontramos 37952,We found 37952.
,dale 37876,Dale 37876.
,verdadero 37844,True 37844.
,tuya 37837,Yours 37837.
,alma 37824,Alma 37824.
,hazlo 37804,Do it 37804.
,disculpa 37801,Sorry 37801.
,junto 37794,Together 37794.
,anda 37779,Go 37779.
,tendré 37662,I will have 37662.
,matrimonio 37656,Marriage 37656.
,saberlo 37540,Knowing it 37540.
,locura 37525,madness 37525.
,oro 37500,Gold 37500.
,permiso 37465,Permission 37465.
,director 37428,Director 37428.
,peligro 37415,DANGER 37415.
,libertad 37412,Freedom 37412.
,alegro 37403,Alegre 37403.
,baja 37298,Low 37298.
,tendremos 37262,We will have 37262.
,derecha 37262,Right 37262.
,encuentra 37241,Find 37241.
,pies 37222,Feet 37222.
,segunda 37192,Second 37192.
,maravilloso 37115,Wonderful 37115.
,espacio 37114,Space 37114.
,rato 37101,Rato 37101.
,abuelo 37062,Grandfather 37062.
,esperaba 37031,I expected 37031.
,mirando 37030,Looking at 37030.
,salud 37016,Health 37016.
,sorpresa 37012,Surprise 37012.
,ninguno 37007,None 37007.
,miren 37000,Look 37000.
,triste 36968,Sad 36968.
,aun 36908,Even 36908.
,pensado 36904,Thought 36904.
,maestro 36887,Master 36887.
,según 36882,according to 36882.
,infierno 36835,Hell 36835.
,podrían 36824,Could 36824.
,tipos 36703,Types 36703.
,tía 36607,Aunt 36607.
,crimen 36579,Crime 36579.
,conocido 36564,Known 36564.
,consejo 36446,Tip 36446.
,ante 36426,Ante 36426.
,iglesia 36300,Church 36300.
